Provider CCN,Hospital Name,State Code,Region,Region Numeric,Rural Versus Urban,RvU Numeric,CCN Facility Type,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Inpatient Revenue,Outpatient Revenue,Net Income,Net Revenue from Medicaid,Medicaid Charges
370216,TULSA SPINE HOSPITAL,OK,SW,2,U,1,STH,598363,1927757,937440,3482607,92223508,236948387,329171895,92222043,236944845,231637,4451141,46999670
371319,COAL COUNTY,OK,SW,2,R,2,CAH,3935,539936,376895,705096,2326435,8112521,10438956,2612014,8807781,-248612,329282,948270
391305,TROY COMMUNITY HOSPITAL,PA,NE,3,R,2,CAH,72025,2936766,1082725,1082725,16865636,54931092,71796728,16867677,54929049,5544826,1182665,9571029
70033,DANBURY HOSPITAL,CT,NE,3,U,1,STH,6609516,25950552,14780183,55725948,838371085,997347070,1835718155,852724338,1104137028,20043000,55009198,245119257
161359,BURGESS HEALTH CENTER,IA,MW,4,R,2,CAH,61525,508204,482483,1404353,7460352,35299864,42760216,7460956,42780001,3628968,2839641,6729663
171372,SCOTT COUNTY HOSPITAL  INC.,KS,MW,4,R,2,CAH,45675,1180072,948322,1494736,6668635,22187042,28855677,6688739,22422920,2443850,288650,1390077
171380,NEOSHO MEMORIAL REGIONAL MED CTR,KS,MW,4,R,2,CAH,886862,7219910,4236314,6608598,27304047,105144386,132448433,27301076,115106874,823013,3322265,16002128
210013,BON SECOURS HOSPITAL,MD,SE,1,U,1,STH,120019,3716207,2595598,5196301,24757037,75027634,99784671,24559550,87838213,-11455096,18018537,21198279
330164,HIGHLAND HOSPITAL,NY,NE,3,R,2,STH,1347380,5186501,7039962,23252440,369581852,473481142,843062994,364866829,532432796,4985371,37199059,144818516
120004,WAHIAWA GENERAL HOSPITAL,HI,W,5,U,1,STH,115245,2125073,1081315,1081315,34498135,50085286,84583421,34581213,50002208,-900550,12707121,26432719
240115,MERCY HOSPITAL,MN,MW,4,U,1,STH,7649629,25922082,16803455,22639736,1323235456,730922825,2054158281,1324289780,872482982,38914260,12084379,60823035
330096,JONES MEMORIAL HOSPITAL,NY,NE,3,R,2,STH,35935,337152,184523,496451,15404721,31026247,46430968,15382943,37006750,2534422,3587838,11981523
340127,GRANVILLE MEDICAL CENTER,NC,SE,1,U,1,STH,897318,14915290,5645587,7085524,41734699,111717771,153452470,43087684,131905115,316082,4101054,22314127
370235,ST. JOHN BROKEN ARROW,OK,SW,2,U,1,STH,4099926,6968152,6500997,7899329,65234365,175826903,241061268,65234366,175826903,6502914,2275269,16634412
450539,COVENANT HOSPITAL PLAINVIEW,TX,SW,2,U,1,STH,4839263,4327247,7190606,7334640,57661480,128614049,186275529,57053457,135390923,3620195,7861715,28866787
451334,PARKVIEW HOSPITAL,TX,SW,2,R,2,CAH,860311,105433,1465024,1618842,929500,6075391,7004891,1359161,6565656,3149400,116282,378104
501312,PROSSER MEMORIAL HEALTH,WA,W,5,R,2,CAH,439696,4031596,2359027,5013371,28302160,91355501,119657661,32380402,109687395,3151351,13774067,45497531
41318,MERCY HOSPITAL BOONEVILLE,AR,SE,1,R,2,CAH,182597,1034604,2148454,2212701,6763181,21678973,28442154,6948544,23581589,1132866,2427042,5809868
41329,MERCY HOSPITAL BERRYVILLE,AR,SE,1,R,2,CAH,596955,2381427,4410101,5371084,5691639,39943059,45634698,6018569,45930446,1685632,1395115,7323990
101303,LAKE BUTLER HOSPITAL,FL,SE,1,R,2,CAH,1479058,1123890,1922255,2996105,11243512,14308656,25552168,16497344,14308755,1720793,769396,8837410
112007,KENNESTONE HOSPITAL AT WINDY HILL,GA,SE,1,U,1,LTCH,1691266,2945390,2934973,4833790,66627806,386403269,453031075,66472202,386834396,17162290,3299641,26743604
161373,RINGGOLD COUNTY HOSPITAL,IA,MW,4,R,2,CAH,36686,276828,425868,591048,3221754,18704730,21926484,3278210,20371889,180643,2083700,2396938
201307,MILLINOCKET REGIONAL HOSPITAL,ME,NE,3,R,2,CAH,123085,2215046,1542339,1627238,5628685,36200001,41828686,5978251,40372360,-23813,2465711,4555466
210017,GARRETT COUNTY MEMORIAL HOSPITAL,MD,SE,1,R,2,STH,13993,851015,5439776,7188171,20981964,41628128,62610092,21940573,52321954,-5499698,6078240,11128666
261307,PERSHING MEMORIAL HOSPITAL,MO,MW,4,R,2,CAH,40844,1929558,1262839,1262839,3161410,22218815,25380225,3157773,22221790,-1114185,1372752,2749753
441300,ST THOMAS HICKMAN HOSPITAL,TN,SE,1,R,2,CAH,812163,1686846,1840763,3658228,3793670,23531813,27325483,4724713,23897838,-3235784,1497119,4955653
450163,CHRISTUS SPOHN KLEBERG MEMORIAL HOSP,TX,SW,2,R,2,STH,5704165,8070938,8217186,8262007,108964086,209538339,318502425,108964087,209538339,5324661,5125939,43745437
151310,PARKVIEW WABASH HOSPITAL  INC.,IN,MW,4,R,2,CAH,667614,4092852,2763993,7036847,22619770,136724559,159344329,22783816,145988378,-3002704,1190891,11224575
161318,VETERANS MEMORIAL HOSPITAL,IA,MW,4,R,2,CAH,32956,1262136,808521,1037670,7595517,20343091,27938608,8681555,22014708,-434085,1469815,2948474
371321,HOLDENVILLE GENERAL HOSPITAL,OK,SW,2,R,2,CAH,8754,1846153,941927,941927,9136371,12792515,21928886,9135621,13372803,-287659,1432590,2646246
451380,UT HEALTH EAST TEXAS QUITMAN HOSPITA,TX,SW,2,R,2,CAH,3040533,4684024,4266428,4298692,25115655,79011447,104127102,25115654,79926822,2991334,1306104,8123363
240196,PHILLIPS EYE INSTITUTE,MN,MW,4,U,1,STH,94228,315017,294988,374497,24396,46008763,46033159,24396,45894876,2724574,126387,562303
140206,NORWEGIAN AMERICAN HOSPITAL,IL,MW,4,U,1,STH,5563738,5361346,7196886,7196886,204731038,125334118,330065156,204373483,140092841,-7194667,69375445,164542521
151303,ASCENSION ST. VINCENT JENNINGS,IN,MW,4,R,2,CAH,708956,1331891,2304190,2977883,3150549,55853315,59003864,4151603,54852261,3939304,4036882,17701342
151309,ASCENSION ST. VINCENT CLAY,IN,MW,4,U,1,CAH,660333,955223,1441762,4682269,1882609,50790396,52673005,2212164,50460841,1063872,1045174,13934954
341311,CHATHAM HOSPITAL  INC,NC,SE,1,R,2,CAH,1171713,5605147,3434271,3715466,16131918,56519644,72651562,17433310,69757595,-1696612,2609334,8971951
371302,MERCY HOSPITAL WATONGA,OK,SW,2,R,2,CAH,756606,1063836,1620888,1814206,2709742,10893371,13603113,2842347,12559616,1119793,999608,2367659
371329,FAIRVIEW HOSPITAL,OK,SW,2,R,2,CAH,54187,611765,479271,931603,1781400,9079098,10860498,1848693,9518889,2174263,548814,1790863
50100,SHARP MEMORIAL HOSPITAL,CA,W,5,U,1,STH,8278655,27328457,24686415,53608549,3374221862,2023046496,5397268358,3641522690,2173427213,229619874,142195543,1009143333
121303,MOLOKAI GENERAL HOSPITAL,HI,W,5,R,2,CAH,72581,36231,112221,112221,1158066,18388891,19546957,1229577,18873030,2379023,3087927,5295403
191301,UNION GENERAL HOSPITAL  INC.,LA,SE,1,U,1,CAH,25999,1176055,743827,743827,4561528,17948871,22510399,4605418,21245486,2427882,3815113,4721570
240104,ST. FRANCIS REGIONAL MEDICAL CENTER,MN,MW,4,U,1,STH,1936166,8383846,5442215,6833908,144772596,212002449,356775045,148313029,236949117,19688077,2082992,8896969
241325,CHIPPEWA COUNTY-MONTEVIDEO HOSPITAL,MN,MW,4,R,2,CAH,56688,1572123,856699,4048521,16040529,58256750,74297279,16227036,69606793,3326773,3706410,13444670
360068,THE TOLEDO HOSPITAL,OH,MW,4,R,2,STH,4536434,72280749,17442131,56278855,2815250625,2692903166,5508153791,2824645759,2486387616,-68700457,139613670,1099876940
440049,METHODIST H/C MEMPHIS HOSPT.,TN,SE,1,U,1,STH,94263806,196958834,144698412,260169101,3656663695,3071180143,6727843838,3656077375,3389404875,115330904,172649552,1693278801
440192,SAINT THOMAS HIGHLAND HOSPITAL,TN,SE,1,U,1,STH,1246839,1973127,1907247,3624326,20945426,79897882,100843308,22511669,80643308,-3225298,1283169,18278154
450610,MEMORIAL HERMANN MEMORIAL CITY MEDIC,TX,SW,2,U,1,STH,34263103,48131430,47379046,48429382,1019484281,1064050646,2083534927,1033231529,1090443271,3013960,26755174,179586332
531312,CODY REGIONAL HEALTH,WY,W,5,U,1,CAH,900331,6880717,4793149,4831232,54409366,104887918,159297284,57941465,129944643,3751038,6227265,7598565
181307,MORGAN CO. ARH,KY,SE,1,R,2,CAH,186070,1163972,541929,709775,5195576,44332636,49528212,5195578,44332635,2275977,4402001,15990900
281328,MERRICK MEDICAL CENTER,NE,MW,4,R,2,CAH,44597,479845,457266,578345,3037001,16462615,19499616,3032801,16753213,1786102,915164,1447364
321304,UNION COUNTY GEN. HOSPITAL,NM,SW,2,R,2,CAH,474367,532032,1108955,1122531,3410882,11957494,15368376,3532444,12711031,277564,1648000,3368000
61344,ST THOMAS MORE HOSPITAL,CO,W,5,R,2,CAH,890168,1177441,2377911,2742848,61947079,148193658,210140737,61438170,154506766,8820505,14262868,72341020
140166,ST MARYS HOSPITAL,IL,MW,4,U,1,STH,2439932,6612172,5234803,22898010,247021369,388824969,635846338,255247037,410080670,-40724629,11827786,142875102
171321,MEADE DISTRICT HOSPITAL,KS,MW,4,R,2,CAH,26503,728177,682473,848729,5671514,9300641,14972155,5713939,9306830,-674437,398089,606140
310022,WEST JERSEY HEALTH SYSTEM,NJ,NE,3,U,1,STH,6664230,1268216,6914640,35507148,2345879917,1731760528,4077640445,2297325581,1881934718,93438421,68206407,604944065
351322,ASHLEY MEDICAL CENTER,ND,MW,4,R,2,CAH,1026,44819,52472,171540,4063595,3679156,7742751,4063595,3763478,-235237,33057,139457
371325,CORDELL MEMORIAL HOSPITAL,OK,SW,2,R,2,CAH,12426,729806,465598,641671,1229464,7220113,8449577,1369847,7077647,-1177538,90886,752426
440048,BAPTIST MEM HOSPITAL MEMPHIS,TN,SE,1,U,1,STH,21808085,57458671,32256441,68383580,2214758033,1408850294,3623608327,2225190428,1432867090,39933464,36069909,450079105
451319,CHRISTUS MFH - JACKSONVILLE,TX,SW,2,R,2,CAH,3154002,8561991,6211023,6250113,26043215,255892351,281935566,27308611,275553015,14451270,1960197,18559073
50464,DOCTORS MEDICAL CENTER OF MODESTO,CA,W,5,U,1,STH,6191557,25553943,9350040,12333220,4570297906,1815822564,6386120470,4583143232,1809473236,30003266,149845949,2681432243
61323,PROWERS MEDICAL CENTER,CO,W,5,R,2,CAH,186070,1337989,1339324,1339324,8100252,40012014,48112266,8634068,43518296,1843118,6083351,15649492
110025,SGHS - BRUNSWICK CAMPUS,GA,SE,1,U,1,STH,11442528,41050411,24344837,24403640,384125984,373378622,757504606,388099105,382171303,-15425994,21281418,76895584
161327,DAVIS COUNTY HOSPITAL,IA,MW,4,R,2,CAH,15337,770208,512783,772833,3924512,39704171,43628683,4213347,41881770,1624299,3079242,5674947
161329,JACKSON COUNTY PUBLIC HOSPITAL,IA,MW,4,R,2,CAH,46280,855437,545271,1083831,2234731,22898345,25133076,2319475,25323540,1503793,2188008,4598915
171348,NORTON COUNTY HOSPITAL,KS,MW,4,R,2,CAH,127758,625333,665535,777852,1731824,15623825,17355649,1836560,16885308,-1444319,674800,1082097
180149,TJ HEALTH COLUMBIA,KY,SE,1,R,2,STH,222679,1041811,722259,1665220,2619603,27778223,30397826,2662189,28159930,-67806,4358799,12729261
231318,ASPIRUS IRON RIVER HOPSITAL & CLINIC,MI,MW,4,R,2,CAH,550146,1285139,1074157,5007020,14204726,55872304,70077030,14817785,64623850,-388038,2049667,12794884
281301,FILLMORE COUNTY HOSPITAL,NE,MW,4,R,2,CAH,45115,319211,267138,734145,10395885,18465271,28861156,10375885,20522897,1576250,799760,1821282
281306,KEARNEY COUNTY HEALTH SERVICES,NE,MW,4,R,2,CAH,51378,306680,307356,307356,2109662,10627700,12737362,2143676,10622102,1982377,544246,536327
281329,AVERA ST. ANTHONYS HOSPITAL,NE,MW,4,R,2,CAH,391937,921384,888562,2095291,14792693,49694671,64487364,15224846,51509777,4969315,1364483,5126306
281338,HOWARD COUNTY MEDICAL CENTER,NE,MW,4,R,2,CAH,8431,605772,538555,623358,1777412,19254697,21032109,1776665,19649274,3364430,710929,1019130
281351,CHASE COUNTY COMMUNITY HOSPITAL,NE,MW,4,R,2,CAH,33191,242869,219842,256721,1460456,12360723,13821179,1471659,12827758,544338,526533,735921
360197,MARY RUTAN HOSPITAL,OH,MW,4,R,2,STH,1281856,5232462,3309076,9843526,30317331,186453419,216770750,30311574,210519904,2730312,6572324,41962698
360359,UH AHUJA MEDICAL CENTER,OH,MW,4,U,1,STH,1534436,12026618,6748683,17476605,361205441,526609433,887814874,361205441,531033052,26972269,11886190,108571886
381307,HARNEY DISTRICT HOSPITAL,OR,W,5,R,2,CAH,86241,331502,525707,1869362,6782762,25401167,32183929,7435123,27600297,1345541,4179756,7282038
431306,PLATTE HEALTH CENTER  INC.,SD,MW,4,R,2,CAH,26948,266016,267157,380833,6160946,12942683,19103629,6136113,13132623,148130,245031,487929
450090,NORTH TEXAS MEDICAL CENTER,TX,SW,2,R,2,STH,2849564,13111106,6020967,6224160,49808291,95508358,145316649,51607698,99138281,2847554,1626184,11175566
471305,COPLEY HOSPITAL  INC.,VT,NE,3,R,2,CAH,94253,1574580,1185005,2423232,35900408,60047651,95948059,41869175,71888722,-1765506,5442089,12600104
10090,PROVIDENCE HOSPITAL,AL,SE,1,U,1,STH,14531467,12724273,19255970,19255970,422746906,429004343,851751249,422569377,435738348,9715287,6174086,66932174
40020,ST BERNARDS MEDICAL CENTER,AR,SE,1,U,1,STH,3600096,24273085,14216905,14216905,406684808,633496789,1040181597,432211193,665548196,37801222,36727964,128283718
41303,MERCY HOSPITAL OZARK,AR,SE,1,R,2,CAH,143969,1206712,1643636,2142916,3839685,19048631,22888316,3909505,21210977,973784,787444,3500376
41305,MERCY HOSPITAL WALDRON,AR,SE,1,R,2,CAH,156488,971358,2130980,2242275,3694094,20745643,24439737,3853904,20770841,582361,1693732,4593609
50243,DESERT HOSPITAL,CA,W,5,U,1,STH,5473813,14717956,9911427,9911427,2915187143,1377507237,4292694380,2918710600,1293229909,67401366,105394748,1483230005
131307,MEMORIAL HOSPITAL,ID,W,5,R,2,CAH,110388,1227375,739392,916066,5218951,24676496,29895447,5665749,26743400,1196298,2074218,4212835
140135,DECATUR MEMORIAL HOSPITAL,IL,MW,4,U,1,STH,2009948,14306253,7317896,16505282,344838332,710413305,1055251637,360332710,798504256,-150013212,27102167,162831267
351330,WEST RIVER REGIONAL MEDICAL CENTER,ND,MW,4,R,2,CAH,65159,130777,213359,526878,5729066,20288392,26017458,5729066,26403360,199088,704219,1117738
370114,ST. JOHN MEDICAL CENTER,OK,SW,2,R,2,STH,40399790,49897548,57668737,57668737,1157108007,738354179,1895462186,1157108007,738354179,31679593,29705573,157144814
371332,SEILING MUNICIPAL HOSPITAL,OK,SW,2,R,2,CAH,31681,371257,339437,453141,3810355,5795596,9605951,3807544,5989114,-1327582,96023,459237
420098,WACCAMAW COMMUNITY HOSPITAL,SC,SE,1,R,2,STH,4018234,19143632,8894434,8894434,282297177,310269986,592567163,291396520,335192949,13837726,8430681,41796529
501339,WHIDBEY GENERAL HOSPITAL,WA,W,5,R,2,CAH,385420,1625609,1438314,1998066,34483368,196460906,230944274,37187426,211873077,17602604,811658,3231538
50026,GROSSMONT HOSPITAL,CA,W,5,U,1,STH,9471930,22574244,21865952,56129783,2488086316,1429624668,3917710984,2484311316,1433437255,24479469,193489585,1292770899
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,CA,W,5,U,1,STH,11309173,29094408,20882294,59828284,1779432095,1694170530,3473602625,1779432095,1694170530,317319274,45754097,305270430
180067,UNIVERSITY HOSPITAL,KY,SE,1,U,1,STH,18381559,62247353,38613547,38613547,3097169851,2811670436,5908840287,3080227175,2807908266,268603484,330329826,1673239606
240018,MAYO CLINIC HEALTH SYSTEM - RED WING,MN,MW,4,R,2,STH,681936,6009530,4265519,11777832,40808203,147154032,187962235,43159063,229639180,-579437,8677068,29589371
140007,PRESENCE ST. JOSEPH MEDICAL CENTER,IL,MW,4,U,1,STH,10253353,9512731,16407860,38050484,1049460717,889535735,1938996452,1049491851,890727063,-13319726,43541236,339499270
140058,PASSAVANT AREA HOSPITAL,IL,MW,4,R,2,STH,1223560,7492115,3287297,10458124,105274869,290880255,396155124,106311575,298668192,6135000,7497106,86755260
140080,PRESENCE SAINT FRANCIS HOSPITAL,IL,MW,4,R,2,STH,5634219,7178916,8433988,21516033,473289606,409572259,882861865,473347272,411526403,-21513907,31698361,237367913
140093,OSF SACRED HEART MEDICAL CENTER,IL,MW,4,U,1,STH,1647873,9817098,4073084,13243604,194255975,308283975,502539950,194259447,308281185,-24742704,10539669,119649307
140113,OSF HEART OF MARY MEDICAL CENTER,IL,MW,4,R,2,STH,1681813,7241755,3770862,10436509,259144748,277344076,536488824,259147196,277344076,-22689956,6706770,65602193
140117,PRESENCE RESURRECTION MEDICAL CENTER,IL,MW,4,R,2,STH,5797600,7004003,9261440,26523907,1004163833,483353650,1487517483,1001542708,497948250,-12185778,18843123,196370106
140155,PRESENCE ST. MARYS HOSPITAL,IL,MW,4,U,1,STH,3080878,3259131,5419504,16324756,307171193,407405127,714576320,307171194,407405127,-17378111,13686637,142302641
140174,PRESENCE MERCY MEDICAL CENTER,IL,MW,4,U,1,STH,9000274,4967742,11732719,11732719,439598052,596102377,1035700429,439598054,596162494,-1964116,48195234,208035200
140180,PRESENCE SAINTS MARY & ELIZABETH MED,IL,MW,4,R,2,STH,9930145,9976974,15194427,15194427,764784688,577242717,1342027405,764784687,577538543,-9020989,123164717,487614718
171313,KEARNY COUNTY HOSPITAL,KS,MW,4,R,2,CAH,93177,1112321,849959,1058062,11972928,21084459,33057387,12346514,22033295,1434164,5371328,8526403
230059,SAINT MARYS HEALTH CARE,MI,MW,4,R,2,STH,3596869,17152162,12288395,13799741,511220019,620548407,1131768426,538037952,798866577,11184754,53797437,174647396
240106,REGIONS HOSPITAL,MN,MW,4,U,1,STH,5189844,15961415,17826062,21348211,1268886164,986713609,2255599773,1268886164,1083359390,52890372,135407666,493995509
391315,PENN HIGHLANDS ELK,PA,NE,3,R,2,CAH,177251,2620743,1105262,1105262,35450337,109962119,145412456,37532463,118138482,4285048,12417029,23229960
520051,ASCENSION COLUMBIA ST MARYS MILWAUKE,WI,MW,4,U,1,STH,6067821,23542101,14034050,17643987,596046990,758168148,1354215138,596046990,892426262,-29688058,47031563,295500357
520078,ASCENSION ST. FRANCIS HOSPITAL,WI,MW,4,U,1,STH,6649764,8728440,10324241,15171343,152831112,317447896,470279008,152831112,317447896,-2786279,18350080,119939441
520095,SAUK PRAIRIE MEMORIAL HOSPITAL,WI,MW,4,U,1,STH,44249,551318,709786,2781983,46291054,121487788,167778842,,,-93303099,3422082,13000641
520136,ASCENSION SE WISCONSIN HOSPITAL  INC,WI,MW,4,U,1,STH,7655402,17244188,14785480,14785480,424252263,685538404,1109790667,424252262,685538404,7187533,44474253,280483594
520205,MOSH,WI,MW,4,U,1,STH,53006,1007355,481412,1952158,79844806,99238229,179083035,79844806,99238229,31401698,1038770,11974248
111304,MORGAN MEDICAL CENTER,GA,SE,1,R,2,CAH,358012,4721553,3375248,3624353,9093604,21832541,30926145,9093604,24882775,-8933,1025583,2768353
161301,IOWA SPECIALTY HOSPITAL - BELMOND,IA,MW,4,R,2,CAH,2505,764897,426148,426148,14195739,32006132,46201871,15508171,38987789,-394254,3579519,6956982
161348,CLARKE COUNTY PUBLIC HOSPITAL,IA,MW,4,R,2,CAH,5722,848243,764603,2739245,3163192,28073447,31236639,3324417,29086678,1089728,3385370,6013007
161375,BUENA VISTA REGIONAL MEDICAL CENTER,IA,MW,4,R,2,CAH,766530,1518728,1670758,1670758,17503677,59623198,77126875,18779412,67935423,3993259,6398510,10226664
231305,STANDISH COMMUNITY HOSPITAL,MI,MW,4,R,2,CAH,237996,1862576,1036120,2070931,10545783,39159771,49705554,10553653,39730087,1915246,1448816,9433637
371322,BEAVER COUNTY MEMORIAL HOSPITAL,OK,SW,2,R,2,CAH,9467,328323,286110,375146,1204044,3776007,4980051,1164106,3857798,-173650,53741,242939
431318,BOWDLE HOSPITAL,SD,MW,4,R,2,CAH,5418,303120,249197,249197,4346882,7493550,11840432,4537441,7708457,-627403,1124130,1493779
70008,JOHNSON MEMORIAL HOSPITAL  INC.,CT,NE,3,U,1,STH,362773,2444747,1506357,5220620,46872232,140772473,187644705,46872234,140772475,9976767,7734008,35181067
70016,ST. MARYS HOSPITAL,CT,NE,3,U,1,STH,3074559,10330914,7247833,22901047,383866128,576964967,960831095,383836945,577911973,34337005,55894985,260979084
371304,MERCY HOSPITAL TISHOMINGO,OK,SW,2,R,2,CAH,642216,742995,1443949,1737776,3425799,7522796,10948595,3546669,9196600,-375919,1238230,2336999
60104,ST ANTHONY NORTH HEALTH CAMPUS,CO,W,5,U,1,STH,5364799,13502154,9517161,19954505,375640528,600529813,976170341,372499324,655520474,27089085,15915016,207411273
140115,THOREK MEMORIAL HOSPITAL,IL,MW,4,U,1,STH,615004,2246595,1759226,4623811,73274166,62675929,135950095,73266868,69372261,8470472,12117944,47421921
161371,WINNESHIEK MEDICAL CENTER,IA,MW,4,R,2,CAH,166856,1433848,1444765,3397149,15379201,74881920,90261121,16006118,101068582,-1580964,3697862,10448849
281325,BROWN COUNTY HOSPITAL,NE,MW,4,R,2,CAH,22529,148204,172795,319910,1388819,8531836,9920655,1380819,8911816,1101166,210080,396378
320063,CARLSBAD MEDICAL CENTER,NM,SW,2,R,2,STH,2600373,16888365,4745480,4745480,103515965,300231428,403747393,103515965,300231428,15720748,12006556,109379636
440050,GREENEVILLE COMMUNITY HOSPITAL,TN,SE,1,R,2,STH,4243590,3602764,5645296,9766296,131106530,273447946,404554476,131072416,307769520,-15485298,5882637,54842478
50396,SANTA BARBARA COTTAGE HOSPITAL,CA,W,5,R,2,STH,8499993,6520260,13487075,65210142,1495646928,553340646,2048987574,1518310896,574005258,158134720,59977813,407030159
51327,SENECA DISTRICT HOSPITAL,CA,W,5,R,2,CAH,10027,566962,381381,381381,5248479,16214923,21463402,5255970,17310093,1940627,7094360,5898662
120001,THE QUEENS MEDICAL CENTER,HI,W,5,R,2,STH,8566460,45723838,20842188,20842188,2013074179,1251486692,3264560871,2082022729,1327630737,64013030,157960255,742798530
151314,ASCENSION ST VINCENT SALEM HOSPITAL,IN,MW,4,R,2,CAH,469277,838769,1195241,3682527,1797003,50926628,52723631,3356476,49390361,1770185,1426914,12474902
171315,NEMAHA VALLEY COMMUNITY HOSPITAL,KS,MW,4,R,2,CAH,142827,325218,375322,733701,6330641,18429967,24760608,6492659,18335065,37161,227386,916082
260022,NORTHEAST REGIONAL MEDICAL CENTER,MO,MW,4,R,2,STH,677171,7580018,1867681,2457371,123365304,172746087,296111391,123357523,172753868,25370030,5316350,45579207
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,MW,4,R,2,STH,6336270,27847302,9688635,9688635,800760381,890295872,1691056253,800756611,893060331,51183275,39621723,328779353
261310,SCOTLAND COUNTY MEMORIAL HOSPITAL,MO,MW,4,R,2,CAH,42405,2805955,1392607,1992030,8577211,32516793,41094004,8704082,33737232,-1753863,978853,3309380
390073,ALTOONA REGIONAL HEALTH SYSTEM,PA,NE,3,U,1,STH,4346590,15226877,7985647,8848311,795285353,1170299423,1965584776,796345431,1210544058,39334443,49045362,304852023
391312,BROOKVILLE HOSPITAL,PA,NE,3,R,2,CAH,193637,1482867,731221,731221,12009511,55120096,67129607,13573130,58851834,132541,3609723,7651018
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,WA,W,5,U,1,STH,10792876,18590105,24446084,50983587,1077663619,869386300,1947049919,1089482130,983500110,-48988563,65892382,355785044
111319,SYLVAN GROVE HOSPITAL,GA,SE,1,R,2,CAH,2923761,2129337,3739292,3993004,13477784,44312954,57790738,13500751,44294487,572622,1080035,9554119
161346,SIOUX CENTER HEALTH,IA,MW,4,R,2,CAH,260439,590139,1008348,1800188,12503630,35966222,48469852,13955859,43806728,-651514,2410495,4378807
261318,SALEM MEMORIAL DISTRICT HOSPITAL,MO,MW,4,R,2,CAH,121427,2175040,1140654,1140654,10441130,48042547,58483677,10443755,51253324,-1298227,3666960,6347790
351300,TIOGA MEDICAL CENTER,ND,MW,4,R,2,CAH,9449,1172325,1018887,1088348,4450593,10178119,14628712,4440038,10609290,-92705,236319,359033
11306,TANNER MEDICAL CENTER ALABAMA  INC.,AL,SE,1,R,2,CAH,1760314,594106,2596852,2596852,3116363,26596497,29712860,4508326,27063456,-3338166,4092308,587949
151301,ASCENSION ST. VINCENT RANDOLPH,IN,MW,4,R,2,CAH,1019397,1481655,2706408,3956872,10389030,73786406,84175436,11454210,72721226,4076336,4185092,20943683
210038,MARYLAND GENERAL HOSPITAL,MD,SE,1,U,1,STH,835220,5444269,6583064,6583064,117125984,102152256,219278240,117125985,104069900,-7372086,82695597,87974039
231315,BORGESS LEE MEMORIAL HOSPITAL,MI,MW,4,R,2,CAH,597568,2897870,1857807,5444981,7732037,50116707,57848744,8460184,54530745,284604,3835610,18203807
231319,ASPIRUS KEWEENAW HOSPITAL,MI,MW,4,R,2,CAH,624323,1584707,1271709,6171130,24840156,75952915,100793071,26172576,95462339,2173185,4540300,21400799
241360,DEER RIVER HEALTHCARE CENTER,MN,MW,4,R,2,CAH,307081,395556,898420,4083786,7196883,45247183,52444066,7853536,51857580,869562,2315656,8341201
360148,POMERENE HOSPITAL,OH,MW,4,R,2,STH,84568,2658331,1094042,1986471,17440672,44911910,62352582,17766496,55037042,-1053127,2111435,8754306
390266,GROVE CITY MEDICAL CENTER,PA,NE,3,U,1,STH,74274,2443574,807612,3473889,21941198,129219384,151160582,20789641,125761530,753820,2051577,17289696
431312,MARSHALL COUNTY HEALTHCARE CENTER,SD,MW,4,R,2,CAH,6188,49885,50175,81368,2382330,9802614,12184944,2989009,9448748,392768,119586,251656
61326,PIKES PEAK REGIONAL HOSPITAL,CO,W,5,R,2,CAH,233416,131275,320691,347145,7232664,51008631,58241295,7154614,51086679,461901,1877979,11792919
100177,CAPE CANAVERAL HOSPITAL INC,FL,SE,1,U,1,STH,9732157,6249011,11648004,19240173,315886507,387251362,703137869,315789496,387348374,11336933,4639484,57982642
161302,IOWA SPECIALTY HOSPITAL,IA,MW,4,R,2,CAH,32606,1972534,839443,2324488,39733149,59794767,99527916,48494346,80147617,458730,7197084,21093506
161303,GRUNDY COUNTY MEM. HOSPITAL,IA,MW,4,R,2,CAH,77324,582257,405658,1538588,2852711,28908883,31761594,2267493,33779597,3510028,1264377,4173709
161312,GUTTENBERG MUNICIPAL HOSPITAL,IA,MW,4,R,2,CAH,66222,143509,271520,408792,3954205,21333419,25287624,3424223,23403271,1482170,1910314,2991470
191303,OUR LADY OF THE LAKE ASSUMPTION COM,LA,SE,1,R,2,CAH,216362,727011,764606,1052940,190765,9553781,9744546,190765,9553781,401351,2479692,3672715
191325,LADY OF SEA HOSPTAL,LA,SE,1,R,2,CAH,151346,1681637,978335,2136417,8582979,44741225,53324204,8582979,44741225,1309973,4174409,10688603
231300,PAUL OLIVER MEMORIAL HOSPITAL,MI,MW,4,R,2,CAH,63250,536854,296805,1461735,4342557,30806083,35148640,4351328,32202774,104055,872383,4113241
240014,NORTHFIELD CITY HOSPITAL,MN,MW,4,U,1,STH,516278,3121095,1585133,2674789,50708969,148554089,199263058,57085390,182122598,3455476,5658204,20148518
